"TimeInt";"TimeStr";"IsInitValue";"Value";"IQuality"
1596091849;"30/07/2020 06:50:49";0;28.74313;3
1596091879;"30/07/2020 06:51:19";0;28.75342;3
1596091909;"30/07/2020 06:51:49";0;28.76372;3
1596091939;"30/07/2020 06:52:19";0;28.70309;3
1596091969;"30/07/2020 06:52:49";0;28.65161;3
1596091999;"30/07/2020 06:53:19";0;28.66534;3
1596092029;"30/07/2020 06:53:49";0;28.69394;3
1596092059;"30/07/2020 06:54:19";0;28.73855;3
1596092089;"30/07/2020 06:54:49";0;28.79232;3
1596092119;"30/07/2020 06:55:19";0;28.78431;3
1596092149;"30/07/2020 06:55:49";0;28.79003;3
1596092179;"30/07/2020 06:56:19";0;28.80033;3
1596092209;"30/07/2020 06:56:49";0;28.82206;3
1596092239;"30/07/2020 06:57:19";0;28.80033;3
1596092269;"30/07/2020 06:57:49";0;28.80948;3
1596092299;"30/07/2020 06:58:19";0;28.79003;3
1596092329;"30/07/2020 06:58:49";0;28.80833;3
1596092359;"30/07/2020 06:59:19";0;28.80605;3
1596092389;"30/07/2020 06:59:49";0;28.79232;3
1596092419;"30/07/2020 07:00:19";0;28.79575;3
1596092449;"30/07/2020 07:00:49";0;28.80833;3
1596092479;"30/07/2020 07:01:19";0;28.79689;3
1596092509;"30/07/2020 07:01:49";0;28.78774;3
1596092539;"30/07/2020 07:02:19";0;28.79003;3
1596092569;"30/07/2020 07:02:49";0;28.87583;3
1596092599;"30/07/2020 07:03:19";0;28.93189;3
1596092629;"30/07/2020 07:03:49";0;28.91702;3
1596092659;"30/07/2020 07:04:19";0;28.91244;3
1596092689;"30/07/2020 07:04:49";0;28.88613;3
1596092719;"30/07/2020 07:05:19";0;28.78545;3
1596092749;"30/07/2020 07:05:49";0;28.70881;3
1596092779;"30/07/2020 07:06:19";0;28.68936;3
1596092809;"30/07/2020 07:06:49";0;28.67906;3
1596092839;"30/07/2020 07:07:19";0;28.66991;3
1596092869;"30/07/2020 07:07:49";0;28.6722;3
1596092899;"30/07/2020 07:08:19";0;28.67105;3
1596092929;"30/07/2020 07:08:49";0;28.65733;3
1596092959;"30/07/2020 07:09:19";0;28.65847;3
1596092989;"30/07/2020 07:09:49";0;28.67906;3
1596093019;"30/07/2020 07:10:19";0;28.7191;3
1596093049;"30/07/2020 07:10:49";0;28.69737;3
1596093079;"30/07/2020 07:11:19";0;28.71224;3
1596093109;"30/07/2020 07:11:49";0;28.68135;3
1596093139;"30/07/2020 07:12:19";0;28.68135;3
1596093169;"30/07/2020 07:12:49";0;28.7191;3
1596093199;"30/07/2020 07:13:19";0;28.7191;3
1596093229;"30/07/2020 07:13:49";0;28.69965;3
1596093259;"30/07/2020 07:14:19";0;28.69851;3
1596093289;"30/07/2020 07:14:49";0;28.69851;3
1596093319;"30/07/2020 07:15:19";0;28.73855;3
1596093349;"30/07/2020 07:15:49";0;28.75571;3
1596093379;"30/07/2020 07:16:19";0;28.73283;3
1596093409;"30/07/2020 07:16:49";0;28.74999;3
1596093439;"30/07/2020 07:17:19";0;28.74656;3
1596093469;"30/07/2020 07:17:49";0;28.75686;3
1596093499;"30/07/2020 07:18:19";0;28.75342;3
1596093529;"30/07/2020 07:18:49";0;28.73283;3
1596093559;"30/07/2020 07:19:19";0;28.758;3
1596093589;"30/07/2020 07:19:49";0;28.73741;3
1596093619;"30/07/2020 07:20:19";0;28.75686;3
1596093649;"30/07/2020 07:20:49";0;28.74656;3
1596093679;"30/07/2020 07:21:19";0;28.75571;3
1596093709;"30/07/2020 07:21:49";0;28.74885;3
1596093739;"30/07/2020 07:22:19";0;28.77401;3
1596093769;"30/07/2020 07:22:49";0;28.75228;3
1596093799;"30/07/2020 07:23:19";0;28.77401;3
1596093829;"30/07/2020 07:23:49";0;28.70995;3
1596093859;"30/07/2020 07:24:19";0;28.6539;3
1596093889;"30/07/2020 07:24:49";0;28.65161;3
1596093919;"30/07/2020 07:25:19";0;28.65504;3
1596093949;"30/07/2020 07:25:49";0;28.73283;3
1596093979;"30/07/2020 07:26:19";0;28.76601;3
1596094009;"30/07/2020 07:26:49";0;28.77516;3
